semantic_text,synonyms,flow_name,description,material_tags,unit,flow_type,category_path,cas_number,chemical_formula
"Flow: 2,4,6-Triiodophenol | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | CAS Number: 000609-23-4 | Materials: other",,"2,4,6-Triiodophenol",,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",000609-23-4,
"Flow: 4,6-Dichloro-o-cresol | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 001570-65-6 | Materials: other",,"4,6-Dichloro-o-cresol",,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,001570-65-6,
"Flow: Indoxacarb | Type: Elementary Flow | Category: Elementary flows > Emission to water > fresh water, long-term | Unit: kg | CAS Number: 173584-44-6 | Materials: other",,Indoxacarb,,other,kg,Elementary Flow,"Elementary flows > Emission to water > fresh water, long-term",173584-44-6,
Flow: 3-Bromo-1-propene | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 000106-95-6 | Materials: other,,3-Bromo-1-propene,,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,000106-95-6,
Flow: Ethyl isothiocyanate | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000542-85-8 | Materials: other,,Ethyl isothiocyanate,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000542-85-8,
"Flow: 3,5-Bis(tert-butyl)phenol methylcarbamate | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 002655-19-8 | Materials: other",,"3,5-Bis(tert-butyl)phenol methylcarbamate",,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,002655-19-8,
"Flow: Benzenesulfonic acid, 4-hydroxy-, monosodium salt | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | CAS Number: 000825-90-1 | Materials: other",,"Benzenesulfonic acid, 4-hydroxy-, monosodium salt",,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",000825-90-1,
Flow: Diundecyl phthalate | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 003648-20-2 | Materials: other,,Diundecyl phthalate,,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,003648-20-2,
"Flow: Hexanoic acid | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000142-62-1 | Materials: other",,Hexanoic acid,,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000142-62-1,
"Flow: Acetamide, 2,2-dichloro- | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000683-72-7 | Materials: other",,"Acetamide, 2,2-dichloro-",,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000683-72-7,
Flow: Tri-m-cresyl phosphate | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 000563-04-2 | Materials: other,,Tri-m-cresyl phosphate,,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,000563-04-2,
"Flow: 3,4-Dinitrotoluene | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 000610-39-9 | Materials: other",,"3,4-Dinitrotoluene",,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,000610-39-9,
Flow: Caffeine | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 000058-08-2 | Materials: other,,Caffeine,,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,000058-08-2,
"Flow: Simetryn | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 001014-70-6 | Materials: other",,Simetryn,,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",001014-70-6,
"Flow: Dienochlor | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 2227-17-0 | Chemical Formula: C10Cl10 | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 922b0101-eec3-5d41-b2d2-b2eebea5ab50",,Dienochlor,"EcoSpold 2 elementary exchange, ID = 922b0101-eec3-5d41-b2d2-b2eebea5ab50",other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,2227-17-0,C10Cl10
Flow: 2-Ethylhexyl diphenyl phosphate | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 001241-94-7 | Materials: other,,2-Ethylhexyl diphenyl phosphate,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,001241-94-7,
"Flow: Propanoic acid, 2-hydroxy-, octyl ester | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 005464-71-1 | Materials: other",,"Propanoic acid, 2-hydroxy-, octyl ester",,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,005464-71-1,
"Flow: Bicyclo[2,2,1]-2-heptene | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000498-66-8 | Materials: other",,"Bicyclo[2,2,1]-2-heptene",,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000498-66-8,
"Flow: Benzonitrile, 4-chloro- | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 000623-03-0 | Materials: other",,"Benzonitrile, 4-chloro-",,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,000623-03-0,
Flow: Acetyl bromide | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 000506-96-7 | Materials: other,,Acetyl bromide,,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,000506-96-7,
Flow: 4-Fluoronitrobenzene | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000350-46-9 | Materials: other,,4-Fluoronitrobenzene,,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000350-46-9,
Flow: Amantadine | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000768-94-5 | Materials: other,,Amantadine,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000768-94-5,
"Flow: 1,1'-Biphenyl, 4-chloro-, PCB-3 | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 002051-62-9 | Materials: other",,"1,1'-Biphenyl, 4-chloro-, PCB-3",,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,002051-62-9,
Flow: M-nitrobenzaldehyde | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 000099-61-6 | Materials: other,,M-nitrobenzaldehyde,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,000099-61-6,
Flow: Dodecylbenzenesulfonic acid sodium | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 025155-30-0 | Materials: other,,Dodecylbenzenesulfonic acid sodium,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,025155-30-0,
Flow: 4-nitrotoluene | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 000099-99-0 | Materials: other,,4-nitrotoluene,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,000099-99-0,
Flow: 2-butenal | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 000123-73-9 | Materials: other,,2-butenal,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,000123-73-9,
"Flow: Diethyl maleate | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | CAS Number: 000141-05-9 | Materials: other",,Diethyl maleate,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",000141-05-9,
Flow: 5-Chlorouracil | Type: Elementary Flow | Category: Elementary flows > Emission to soil > agricultural | Unit: kg | CAS Number: 001820-81-1 | Materials: other,,5-Chlorouracil,,other,kg,Elementary Flow,Elementary flows > Emission to soil > agricultural,001820-81-1,
Flow: Thioanisole | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000100-68-5 | Materials: other,,Thioanisole,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000100-68-5,
"Flow: Picloram, potassium salt | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 002545-60-0 | Materials: other",,"Picloram, potassium salt",,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",002545-60-0,
Flow: Octamethylpyrophosphoramide | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 000152-16-9 | Materials: other,,Octamethylpyrophosphoramide,,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,000152-16-9,
"Flow: 1,1-Bis(4-ethoxyphenyl)-2-nitropropane | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 026258-70-8 | Materials: other",,"1,1-Bis(4-ethoxyphenyl)-2-nitropropane",,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,026258-70-8,
"Flow: 3,5,6-Trichloro-2-pyridinol | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 006515-38-4 | Materials: other",,"3,5,6-Trichloro-2-pyridinol",,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,006515-38-4,
Flow: Diflufenican | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 083164-33-4 | Chemical Formula: C19H11F5N2O2 | Materials: other,,Diflufenican,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,083164-33-4,C19H11F5N2O2
"Flow: Benzaldehyde, 3-ethoxy-4-hydroxy- | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 000121-32-4 | Materials: other",,"Benzaldehyde, 3-ethoxy-4-hydroxy-",,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,000121-32-4,
Flow: Isobutyl acetate | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000110-19-0 | Materials: other,,Isobutyl acetate,,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000110-19-0,
Flow: Oxolinic acid | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 014698-29-4 | Materials: other,,Oxolinic acid,,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,014698-29-4,
Flow: 4-Phenylpyridine | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 000939-23-1 | Materials: other,,4-Phenylpyridine,,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,000939-23-1,
"Flow: 2-Butyne-1,4-diol | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000110-65-6 | Materials: other",,"2-Butyne-1,4-diol",,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000110-65-6,
"Flow: Acetic acid | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 64-19-7 | Chemical Formula: C2H4O2 | Materials: other | Description: EcoSpold 2 elementary exchange, ID = 27db07bb-7d5b-4e63-8f16-401781188148",,Acetic acid,"EcoSpold 2 elementary exchange, ID = 27db07bb-7d5b-4e63-8f16-401781188148",other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",64-19-7,C2H4O2
Flow: Trifenmorph | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 001420-06-0 | Materials: other,,Trifenmorph,,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,001420-06-0,
"Flow: 3,4,5-Trichlorophenol | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 000609-19-8 | Materials: other",,"3,4,5-Trichlorophenol",,other,kg,Elementary Flow,Elementary flows > Emission to water > river,000609-19-8,
Flow: 2-Hydroxy-4-methoxy-acetophenon | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000552-41-0 | Materials: other,,2-Hydroxy-4-methoxy-acetophenon,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000552-41-0,
Flow: Diethyl malonate | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000105-53-3 | Materials: other,,Diethyl malonate,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000105-53-3,
"Flow: Butane, 1,3-dibromo- | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000107-80-2 | Materials: other",,"Butane, 1,3-dibromo-",,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000107-80-2,
Flow: 4-CHLORCATECHOL | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 002138-22-9 | Materials: other,,4-CHLORCATECHOL,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,002138-22-9,
"Flow: 1,2-Dimethyl-4-nitrobenzene | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000099-51-4 | Materials: other",,"1,2-Dimethyl-4-nitrobenzene",,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000099-51-4,
"Flow: 1-Hexadecanamine, n,n-dimethyl- | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 000112-69-6 | Materials: other",,"1-Hexadecanamine, n,n-dimethyl-",,other,kg,Elementary Flow,Elementary flows > Emission to water > river,000112-69-6,
Flow: 2(2-Butoxyethoxy)ethylthiocyanate | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 000112-56-1 | Materials: other,,2(2-Butoxyethoxy)ethylthiocyanate,,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,000112-56-1,
"Flow: 2,4-DP, Isooctyl ester | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 028631-35-8 | Materials: other",,"2,4-DP, Isooctyl ester",,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,028631-35-8,
"Flow: Deet [n,n,-diet-3-me benzamide] | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000134-62-3 | Materials: other",,"Deet [n,n,-diet-3-me benzamide]",,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000134-62-3,
"Flow: P-aminobenzoic acid, ethyl ester | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000094-09-7 | Materials: other",,"P-aminobenzoic acid, ethyl ester",,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000094-09-7,
"Flow: 2-Cyanopyridine | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | CAS Number: 000100-70-9 | Materials: other",,2-Cyanopyridine,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",000100-70-9,
Flow: Aldicarb sulfoxide | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 001646-87-3 | Materials: other,,Aldicarb sulfoxide,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,001646-87-3,
"Flow: Tetrahydrothiophene-1,1-dioxide | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000126-33-0 | Materials: other",,"Tetrahydrothiophene-1,1-dioxide",,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000126-33-0,
Flow: Tetrahydrofurfuryl alcohol | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 000097-99-4 | Materials: other,,Tetrahydrofurfuryl alcohol,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,000097-99-4,
Flow: Tamoxifen | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 010540-29-1 | Materials: other,,Tamoxifen,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,010540-29-1,
Flow: Menthol (l) | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 002216-51-5 | Materials: other,,Menthol (l),,other,kg,Elementary Flow,Elementary flows > Emission to water > river,002216-51-5,
Flow: Phthalazine | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 000253-52-1 | Materials: other,,Phthalazine,,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,000253-52-1,
Flow: C.I. Vat blue 4 | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 000081-77-6 | Materials: other,,C.I. Vat blue 4,,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,000081-77-6,
Flow: DIETHANOLAMINE | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 000111-42-2 | Materials: ethanol,,DIETHANOLAMINE,,ethanol,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,000111-42-2,
Flow: C.I. Bismarck brown Y | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 010114-58-6 | Materials: other,,C.I. Bismarck brown Y,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,010114-58-6,
"Flow: Acetaldehyde, chloro- | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000107-20-0 | Materials: other",,"Acetaldehyde, chloro-",,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000107-20-0,
"Flow: Benzeneacetic acid, ,alpha,-ethyl- | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000090-27-7 | Materials: other",,"Benzeneacetic acid, ,alpha,-ethyl-",,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000090-27-7,
"Flow: 1,3-Propanediamine, n,n,n',n'-tetramethyl- | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 000110-95-2 | Materials: other",,"1,3-Propanediamine, n,n,n',n'-tetramethyl-",,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,000110-95-2,
"Flow: 2,3-Dimethyl-1,3-butadiene | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 000513-81-5 | Materials: other",,"2,3-Dimethyl-1,3-butadiene",,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,000513-81-5,
"Flow: Pyridinium, 1-hexadecyl-, chloride | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000123-03-5 | Materials: other",,"Pyridinium, 1-hexadecyl-, chloride",,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000123-03-5,
Flow: Phthalimide | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000085-41-6 | Materials: other,,Phthalimide,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000085-41-6,
"Flow: Benzaldehyde, 5-chloro-2-hydroxy- | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 000635-93-8 | Materials: other",,"Benzaldehyde, 5-chloro-2-hydroxy-",,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,000635-93-8,
Flow: Isoflurophate | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000055-91-4 | Materials: other,,Isoflurophate,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000055-91-4,
"Flow: Cyclododecane, hexabromo- | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 025637-99-4 | Materials: other",,"Cyclododecane, hexabromo-",,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,025637-99-4,
Flow: Cresol | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 001319-77-3 | Chemical Formula: C7H8O | Materials: other,,Cresol,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,001319-77-3,C7H8O
"Flow: Nabam | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000142-59-6 | Materials: other",,Nabam,,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000142-59-6,
Flow: Ethyl ziram | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 014324-55-1 | Materials: other,,Ethyl ziram,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,014324-55-1,
"Flow: Pentanoic acid, 2-methyl- | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water, long-term | Unit: kg | CAS Number: 000097-61-0 | Materials: other",,"Pentanoic acid, 2-methyl-",,other,kg,Elementary Flow,"Elementary flows > Emission to water > ground water, long-term",000097-61-0,
Flow: Tetrachlorvinphos ((Z)-isomer) | Type: Elementary Flow | Category: Elementary flows > Emission to water > ground water | Unit: kg | CAS Number: 022248-79-9 | Materials: other,,Tetrachlorvinphos ((Z)-isomer),,other,kg,Elementary Flow,Elementary flows > Emission to water > ground water,022248-79-9,
"Flow: Tetrachloro-1,2-benzenediol | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 001198-55-6 | Materials: other",,"Tetrachloro-1,2-benzenediol",,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,001198-55-6,
Flow: 4-Pentynoic acid | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 006089-09-4 | Materials: other,,4-Pentynoic acid,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,006089-09-4,
Flow: Tepraloxydim | Type: Elementary Flow | Category: Elementary flows > Emission to water > river | Unit: kg | CAS Number: 149979-41-9 | Materials: other,,Tepraloxydim,,other,kg,Elementary Flow,Elementary flows > Emission to water > river,149979-41-9,
Flow: 6-Chloro-2-nitrophenol | Type: Elementary Flow | Category: Elementary flows > Emission to water > unspecified | Unit: kg | CAS Number: 000603-86-1 | Materials: other,,6-Chloro-2-nitrophenol,,other,kg,Elementary Flow,Elementary flows > Emission to water > unspecified,000603-86-1,
Flow: A-endosulfan | Type: Elementary Flow | Category: Elementary flows > Emission to water > ocean | Unit: kg | CAS Number: 000959-98-8 | Materials: other,,A-endosulfan,,other,kg,Elementary Flow,Elementary flows > Emission to water > ocean,000959-98-8,
Flow: Desmedipham | Type: Elementary Flow | Category: Elementary flows > Emission to water > fresh water | Unit: kg | CAS Number: 013684-56-5 | Materials: other,,Desmedipham,,other,kg,Elementary Flow,Elementary flows > Emission to water > fresh water,013684-56-5,
Flow: 4-Octylaniline | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 016245-79-7 | Materials: other,,4-Octylaniline,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,016245-79-7,
Flow: 4-Methylpyridine | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 000108-89-4 | Materials: other,,4-Methylpyridine,,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,000108-89-4,
"Flow: Butonate | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density, long-term | Unit: kg | CAS Number: 000126-22-7 | Materials: other",,Butonate,,other,kg,Elementary Flow,"Elementary flows > Emission to air > low population density, long-term",000126-22-7,
"Flow: Tetrachloro-1,2-benzenediol | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 001198-55-6 | Materials: other",,"Tetrachloro-1,2-benzenediol",,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,001198-55-6,
Flow: O-vanillin | Type: Elementary Flow | Category: Elementary flows > Emission to air > low population density | Unit: kg | CAS Number: 000148-53-8 | Materials: other,,O-vanillin,,other,kg,Elementary Flow,Elementary flows > Emission to air > low population density,000148-53-8,
Flow: 6-Chloro-2-nitrophenol | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000603-86-1 | Materials: other,,6-Chloro-2-nitrophenol,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000603-86-1,
"Flow: Methyl (3,4-dichlorophenyl)carbamate | Type: Elementary Flow | Category: Elementary flows > Emission to air > unspecified | Unit: kg | CAS Number: 001918-18-9 | Materials: other",,"Methyl (3,4-dichlorophenyl)carbamate",,other,kg,Elementary Flow,Elementary flows > Emission to air > unspecified,001918-18-9,
Flow: P-anisidine | Type: Elementary Flow | Category: Elementary flows > Emission to air > indoor | Unit: kg | CAS Number: 000104-94-9 | Materials: other,,P-anisidine,,other,kg,Elementary Flow,Elementary flows > Emission to air > indoor,000104-94-9,
"Flow: 4,5-Dithiaoctane | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000629-19-6 | Materials: other",,"4,5-Dithiaoctane",,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000629-19-6,
"Flow: 2,3,5,6-Tetrachlorophenol | Type: Elementary Flow | Category: Elementary flows > Emission to air > high population density | Unit: kg | CAS Number: 000935-95-5 | Materials: other",,"2,3,5,6-Tetrachlorophenol",,other,kg,Elementary Flow,Elementary flows > Emission to air > high population density,000935-95-5,
Flow: Dimetilan | Type: Elementary Flow | Category: Elementary flows > Emission to air > lower stratosphere + upper troposphere | Unit: kg | CAS Number: 000644-64-4 | Materials: other,,Dimetilan,,other,kg,Elementary Flow,Elementary flows > Emission to air > lower stratosphere + upper troposphere,000644-64-4,
Flow: 1-Octanol | Type: Elementary Flow | Category: Elementary flows > Emission to water > lake | Unit: kg | CAS Number: 000111-87-5 | Materials: other,,1-Octanol,,other,kg,Elementary Flow,Elementary flows > Emission to water > lake,000111-87-5,
Flow: C.I. Pigment yellow 83 | Type: Elementary Flow | Category: Elementary flows > Emission to soil > industrial | Unit: kg | CAS Number: 005567-15-7 | Materials: other,,C.I. Pigment yellow 83,,other,kg,Elementary Flow,Elementary flows > Emission to soil > industrial,005567-15-7,
Flow: M-(trifluoromethyl)benzaldehyde | Type: Elementary Flow | Category: Elementary flows > Emission to soil > forestry | Unit: kg | CAS Number: 000454-89-7 | Materials: other,,M-(trifluoromethyl)benzaldehyde,,other,kg,Elementary Flow,Elementary flows > Emission to soil > forestry,000454-89-7,
"Flow: Acetimidoylphosphoramidothioic acid, O,O-bis(p-Chlorophenyl) ester | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 004104-14-7 | Materials: other",,"Acetimidoylphosphoramidothioic acid, O,O-bis(p-Chlorophenyl) ester",,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,004104-14-7,
Flow: OXYCARBOXIN | Type: Elementary Flow | Category: Elementary flows > Emission to soil > unspecified | Unit: kg | CAS Number: 005259-88-1 | Materials: other,,OXYCARBOXIN,,other,kg,Elementary Flow,Elementary flows > Emission to soil > unspecified,005259-88-1,
"Flow: Methylenebis (thiocyanate) | Type: Elementary Flow | Category: Elementary flows > Emission to water > river, long-term | Unit: kg | CAS Number: 006317-18-6 | Materials: other",,Methylenebis (thiocyanate),,other,kg,Elementary Flow,"Elementary flows > Emission to water > river, long-term",006317-18-6,
